Domain_ID,Domain_Name,Num_Domain_ID,Synonyms,Logical_Type_ID,Num_Logical_Type_ID,T_Size,T_Precision,T_Scale,Native_Type,LT_Name
DOM3000004,"Unknown",1,,LOGDT017,2,,,,UNKNOWN,unknown,
